Transaction_ID,Date,Store_Location,Department,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Discount_Percentage,Discounted_Sales,Customer_Segment,Inventory_Level,Restock_Days
WLMRT-00208,9/20/2023,"New York, NY",Flooring,Hardwood,8,267.98,2143.84,20,1715.07,Renovation Enthusiast,384,28
WLMRT-00209,8/2/2023,"Houston, TX",Lighting,Ceiling Fans,9,326.84,2941.56,0,2941.56,Property Manager,134,14
WLMRT-00210,2/18/2023,"Chicago, IL",Plumbing,Shower Systems,5,158.01,790.05,10,711.04,Property Manager,69,16
WLMRT-00211,6/13/2023,"Chicago, IL",Home Improvement,Power Tools,7,297.44,2082.08,0,2082.08,Renovation Enthusiast,117,40
WLMRT-00212,5/29/2023,"Atlanta, GA",Home Improvement,Hand Tools,5,324.57,1622.85,0,1622.85,Property Manager,20,16
WLMRT-00213,3/18/2023,"Los Angeles, CA",Home Improvement,Power Tools,9,494.01,4446.09,0,4446.09,Renovation Enthusiast,155,9
WLMRT-00214,5/5/2023,"Phoenix, AZ",Appliances,Refrigerators,1,17.75,17.75,0,17.75,Property Manager,28,10
WLMRT-00215,2/11/2023,"Seattle, WA",Appliances,Dryers,4,51.97,207.88,0,207.88,DIY Homeowner,82,14
WLMRT-00216,3/11/2023,"Atlanta, GA",Home Improvement,Tool Sets,4,226.78,907.12,0,907.12,Property Manager,14,33
WLMRT-00217,9/21/2023,"New York, NY",Plumbing,Toilets,2,343.26,686.52,0,686.52,Property Manager,268,28
WLMRT-00218,8/3/2023,"Houston, TX",Lighting,Light Fixtures,6,283.31,1699.86,0,1699.86,Professional Contractor,125,14
WLMRT-00219,2/5/2023,"Los Angeles, CA",Lighting,Ceiling Fans,9,93.53,841.77,0,841.77,Professional Contractor,130,22
WLMRT-00220,5/16/2023,"Houston, TX",Flooring,Tile,7,205.66,1439.62,0,1439.62,Property Manager,477,7
WLMRT-00221,5/29/2023,"Houston, TX",Home Improvement,Hand Tools,6,53.67,322.02,10,289.82,Renovation Enthusiast,281,18
WLMRT-00222,8/14/2023,"Los Angeles, CA",Lighting,Light Fixtures,4,158.53,634.12,0,634.12,Professional Contractor,370,27
WLMRT-00223,9/6/2023,"Atlanta, GA",Appliances,Refrigerators,3,204.52,613.56,15,521.53,Renovation Enthusiast,475,12
WLMRT-00224,5/23/2023,"New York, NY",Building Materials,Cement,5,201.61,1008.05,15,856.84,Property Manager,51,44
WLMRT-00225,10/18/2023,"New York, NY",Appliances,Dishwashers,6,79.23,475.38,0,475.38,Renovation Enthusiast,82,21
WLMRT-00226,3/7/2023,"Dallas, TX",Garden Center,Gardening Tools,3,179.59,538.77,0,538.77,Property Manager,275,31
WLMRT-00227,9/10/2023,"New York, NY",Appliances,Refrigerators,4,307.12,1228.48,5,1167.06,DIY Homeowner,319,9
WLMRT-00228,1/25/2023,"Los Angeles, CA",Building Materials,Lumber,2,43.4,86.8,0,86.8,Professional Contractor,88,10
WLMRT-00229,1/12/2023,"Seattle, WA",Garden Center,Landscaping Supplies,4,225.36,901.44,10,811.3,Property Manager,169,35
WLMRT-00230,5/10/2023,"Houston, TX",Building Materials,Insulation,3,199.37,598.11,5,568.2,DIY Homeowner,275,31
WLMRT-00231,9/24/2023,"Chicago, IL",Appliances,Refrigerators,8,155.7,1245.6,0,1245.6,Renovation Enthusiast,108,27
WLMRT-00232,7/9/2023,"New York, NY",Home Improvement,Tool Sets,7,349.16,2444.12,5,2321.91,Property Manager,269,23
WLMRT-00233,11/4/2023,"Los Angeles, CA",Garden Center,Landscaping Supplies,4,268.25,1073,5,1019.35,Renovation Enthusiast,494,41
WLMRT-00234,4/2/2023,"New York, NY",Paint,Exterior Paint,7,369.47,2586.29,20,2069.03,Professional Contractor,192,8
WLMRT-00235,9/3/2023,"New York, NY",Lighting,Bulbs,5,382.54,1912.7,0,1912.7,Professional Contractor,398,7
WLMRT-00236,8/30/2023,"Los Angeles, CA",Garden Center,Plants,5,402.75,2013.75,0,2013.75,DIY Homeowner,474,41
WLMRT-00237,7/10/2023,"Los Angeles, CA",Home Improvement,Workbenches,7,83.13,581.91,0,581.91,Professional Contractor,61,24
WLMRT-00238,8/21/2023,"Los Angeles, CA",Plumbing,Toilets,6,202.27,1213.62,10,1092.26,Professional Contractor,114,23
WLMRT-00239,5/9/2023,"Chicago, IL",Plumbing,Toilets,1,422.03,422.03,0,422.03,Professional Contractor,241,27
WLMRT-00240,9/4/2023,"Chicago, IL",Flooring,Carpet,6,321.97,1931.82,10,1738.64,Renovation Enthusiast,352,30
WLMRT-00241,3/10/2023,"Seattle, WA",Garden Center,Landscaping Supplies,1,227.2,227.2,0,227.2,Property Manager,96,7
WLMRT-00242,6/1/2023,"Atlanta, GA",Garden Center,Plants,4,371.38,1485.52,0,1485.52,Professional Contractor,237,17
WLMRT-00243,7/30/2023,"Phoenix, AZ",Flooring,Tile,3,95.31,285.93,0,285.93,DIY Homeowner,361,14
WLMRT-00244,2/7/2023,"Phoenix, AZ",Plumbing,Toilets,1,154.77,154.77,0,154.77,Property Manager,338,8
WLMRT-00245,2/18/2023,"Houston, TX",Paint,Exterior Paint,4,389.57,1558.28,20,1246.62,DIY Homeowner,128,16
WLMRT-00246,5/20/2023,"Dallas, TX",Garden Center,Landscaping Supplies,2,304.92,609.84,15,518.36,DIY Homeowner,409,38
WLMRT-00247,8/14/2023,"Dallas, TX",Plumbing,Faucets,1,464.76,464.76,0,464.76,Renovation Enthusiast,497,20
WLMRT-00248,4/24/2023,"New York, NY",Flooring,Carpet,4,69.54,278.16,0,278.16,Property Manager,122,27
WLMRT-00249,2/1/2023,"New York, NY",Building Materials,Insulation,7,424.79,2973.53,0,2973.53,DIY Homeowner,158,19
WLMRT-00250,5/6/2023,"Seattle, WA",Lighting,Light Fixtures,8,283.33,2266.64,5,2153.31,Renovation Enthusiast,212,28
WLMRT-00251,12/11/2023,"New York, NY",Lighting,Outdoor Lighting,2,62.89,125.78,5,119.49,DIY Homeowner,292,37
WLMRT-00252,3/29/2023,"Houston, TX",Paint,Interior Paint,6,275.7,1654.2,5,1571.49,DIY Homeowner,12,25
WLMRT-00253,1/30/2023,"Phoenix, AZ",Paint,Paint Supplies,9,382.95,3446.55,0,3446.55,Renovation Enthusiast,195,22
WLMRT-00254,12/30/2023,"Los Angeles, CA",Plumbing,Shower Systems,1,146.17,146.17,0,146.17,Renovation Enthusiast,371,40
WLMRT-00255,1/10/2023,"Los Angeles, CA",Building Materials,Cement,7,311.34,2179.38,0,2179.38,Professional Contractor,22,15
WLMRT-00256,3/27/2023,"Chicago, IL",Flooring,Laminate,6,418.01,2508.06,0,2508.06,Professional Contractor,427,26
WLMRT-00257,8/31/2023,"Phoenix, AZ",Building Materials,Insulation,6,439.56,2637.36,0,2637.36,DIY Homeowner,120,10
WLMRT-00258,1/24/2023,"New York, NY",Flooring,Tile,5,334.89,1674.45,5,1590.73,Professional Contractor,414,16
WLMRT-00259,9/17/2023,"Houston, TX",Lighting,Ceiling Fans,4,207.14,828.56,0,828.56,Renovation Enthusiast,23,9
WLMRT-00260,12/2/2023,"Chicago, IL",Plumbing,Shower Systems,4,284.72,1138.88,0,1138.88,Professional Contractor,167,24
WLMRT-00261,7/7/2023,"Houston, TX",Building Materials,Insulation,1,321.88,321.88,0,321.88,Renovation Enthusiast,118,18
WLMRT-00262,4/27/2023,"Phoenix, AZ",Lighting,Outdoor Lighting,3,225.7,677.1,0,677.1,Property Manager,122,39
WLMRT-00263,4/26/2023,"Atlanta, GA",Appliances,Dryers,9,467.23,4205.07,0,4205.07,DIY Homeowner,207,10
WLMRT-00264,2/16/2023,"Dallas, TX",Flooring,Tile,6,495.65,2973.9,0,2973.9,Property Manager,146,32
WLMRT-00265,3/2/2023,"Chicago, IL",Plumbing,Faucets,3,22.84,68.52,0,68.52,DIY Homeowner,127,12
WLMRT-00266,12/31/2023,"Dallas, TX",Home Improvement,Power Tools,3,137.06,411.18,0,411.18,Professional Contractor,78,35
WLMRT-00267,2/18/2023,"Los Angeles, CA",Plumbing,Faucets,5,355.95,1779.75,0,1779.75,Professional Contractor,240,41
WLMRT-00268,11/9/2023,"Houston, TX",Home Improvement,Hand Tools,9,87.87,790.83,0,790.83,Property Manager,66,37
WLMRT-00269,2/5/2023,"Los Angeles, CA",Flooring,Laminate,8,37.96,303.68,0,303.68,Professional Contractor,400,41
WLMRT-00270,9/27/2023,"Seattle, WA",Paint,Exterior Paint,6,220.15,1320.9,5,1254.86,DIY Homeowner,53,15
WLMRT-00271,7/3/2023,"Dallas, TX",Garden Center,Landscaping Supplies,2,454.15,908.3,0,908.3,DIY Homeowner,187,39
WLMRT-00272,3/11/2023,"Phoenix, AZ",Building Materials,Insulation,2,368.9,737.8,20,590.24,Renovation Enthusiast,152,13
WLMRT-00273,6/3/2023,"Houston, TX",Garden Center,Landscaping Supplies,9,252.3,2270.7,0,2270.7,DIY Homeowner,140,29
WLMRT-00274,11/1/2023,"Dallas, TX",Appliances,Dryers,9,474.05,4266.45,0,4266.45,Property Manager,434,39
WLMRT-00275,7/15/2023,"Phoenix, AZ",Appliances,Washers,9,426.8,3841.2,0,3841.2,Renovation Enthusiast,161,40
WLMRT-00276,2/12/2023,"Atlanta, GA",Flooring,Tile,6,278.93,1673.58,0,1673.58,Professional Contractor,207,40
WLMRT-00277,12/7/2023,"Los Angeles, CA",Home Improvement,Hand Tools,6,426.49,2558.94,0,2558.94,Professional Contractor,153,28
WLMRT-00278,10/21/2023,"Houston, TX",Flooring,Tile,3,35.46,106.38,0,106.38,Renovation Enthusiast,41,13
WLMRT-00279,6/3/2023,"Phoenix, AZ",Garden Center,Landscaping Supplies,4,264.5,1058,0,1058,Property Manager,88,28
WLMRT-00280,9/27/2023,"Dallas, TX",Flooring,Hardwood,9,284.49,2560.41,5,2432.39,Property Manager,456,8
WLMRT-00281,9/11/2023,"Dallas, TX",Home Improvement,Workbenches,1,201.46,201.46,0,201.46,Renovation Enthusiast,445,29
WLMRT-00282,6/27/2023,"Dallas, TX",Home Improvement,Tool Sets,5,482.59,2412.95,0,2412.95,Property Manager,17,30
WLMRT-00283,10/24/2023,"Houston, TX",Flooring,Hardwood,5,163.05,815.25,0,815.25,DIY Homeowner,441,24
WLMRT-00284,9/25/2023,"Chicago, IL",Appliances,Dryers,3,187.92,563.76,0,563.76,Renovation Enthusiast,49,44
WLMRT-00285,5/9/2023,"Phoenix, AZ",Home Improvement,Workbenches,8,448.05,3584.4,10,3225.96,Property Manager,110,10
WLMRT-00286,9/3/2023,"Dallas, TX",Lighting,Outdoor Lighting,9,403.77,3633.93,0,3633.93,Professional Contractor,138,27
WLMRT-00287,6/11/2023,"Houston, TX",Lighting,Outdoor Lighting,6,490.09,2940.54,0,2940.54,Renovation Enthusiast,292,11
WLMRT-00288,12/19/2023,"Houston, TX",Home Improvement,Power Tools,4,446.23,1784.92,0,1784.92,Professional Contractor,236,34
WLMRT-00289,5/14/2023,"Dallas, TX",Garden Center,Landscaping Supplies,9,240.87,2167.83,5,2059.44,Renovation Enthusiast,466,27
WLMRT-00290,5/11/2023,"Houston, TX",Plumbing,Toilets,5,65.34,326.7,0,326.7,Professional Contractor,478,41
WLMRT-00291,2/10/2023,"Dallas, TX",Flooring,Tile,2,376.92,753.84,0,753.84,DIY Homeowner,393,28
WLMRT-00292,4/18/2023,"Dallas, TX",Home Improvement,Hand Tools,3,25.25,75.75,5,71.96,DIY Homeowner,75,41
WLMRT-00293,6/5/2023,"Phoenix, AZ",Plumbing,Shower Systems,6,429.31,2575.86,20,2060.69,Property Manager,256,29
WLMRT-00294,3/8/2023,"Houston, TX",Plumbing,Faucets,9,115.61,1040.49,0,1040.49,Renovation Enthusiast,236,20
WLMRT-00295,2/8/2023,"Atlanta, GA",Flooring,Tile,2,328.88,657.76,5,624.87,Professional Contractor,416,33
WLMRT-00296,2/15/2023,"New York, NY",Appliances,Washers,4,196.99,787.96,0,787.96,Professional Contractor,39,20
WLMRT-00297,10/8/2023,"Seattle, WA",Building Materials,Cement,6,147.22,883.32,5,839.15,Property Manager,119,9
WLMRT-00298,7/20/2023,"Houston, TX",Appliances,Dishwashers,7,314.46,2201.22,0,2201.22,DIY Homeowner,384,25
WLMRT-00299,4/30/2023,"New York, NY",Paint,Interior Paint,4,57.3,229.2,0,229.2,Professional Contractor,170,31
WLMRT-00300,11/5/2023,"Dallas, TX",Lighting,Ceiling Fans,9,33.59,302.31,10,272.08,Property Manager,11,28
WLMRT-00301,5/7/2023,"Phoenix, AZ",Home Improvement,Tool Sets,1,149.79,149.79,0,149.79,Property Manager,73,27
WLMRT-00302,11/21/2023,"Seattle, WA",Paint,Paint Supplies,5,303.5,1517.5,5,1441.62,DIY Homeowner,210,15
WLMRT-00303,8/4/2023,"Seattle, WA",Flooring,Hardwood,8,263.55,2108.4,0,2108.4,Renovation Enthusiast,447,18
WLMRT-00304,1/15/2023,"Atlanta, GA",Lighting,Bulbs,4,227.26,909.04,15,772.68,Property Manager,47,26
WLMRT-00305,6/28/2023,"Houston, TX",Home Improvement,Tool Sets,7,74.53,521.71,0,521.71,Property Manager,438,9
WLMRT-00306,7/13/2023,"Seattle, WA",Lighting,Light Fixtures,7,492.08,3444.56,5,3272.33,Property Manager,271,28
WLMRT-00307,3/2/2023,"Houston, TX",Home Improvement,Hand Tools,8,127.04,1016.32,20,813.06,Professional Contractor,102,41
WLMRT-00308,10/18/2023,"Seattle, WA",Plumbing,Pipes,4,111.43,445.72,0,445.72,DIY Homeowner,58,14
WLMRT-00309,12/19/2023,"Chicago, IL",Building Materials,Insulation,5,224.88,1124.4,0,1124.4,Property Manager,372,15
WLMRT-00310,11/1/2023,"Atlanta, GA",Plumbing,Pipes,8,270.48,2163.84,0,2163.84,Renovation Enthusiast,50,19
WLMRT-00311,5/27/2023,"Dallas, TX",Plumbing,Pipes,1,201.04,201.04,0,201.04,Renovation Enthusiast,465,18
WLMRT-00312,10/28/2023,"Chicago, IL",Garden Center,Outdoor Furniture,5,10.77,53.85,0,53.85,Renovation Enthusiast,167,29
WLMRT-00313,12/6/2023,"Chicago, IL",Home Improvement,Hand Tools,2,335.99,671.98,0,671.98,DIY Homeowner,91,43
WLMRT-00314,3/25/2023,"Atlanta, GA",Building Materials,Lumber,3,183.84,551.52,0,551.52,Renovation Enthusiast,294,16
WLMRT-00315,11/27/2023,"Los Angeles, CA",Appliances,Washers,2,78.05,156.1,5,148.29,DIY Homeowner,37,9
WLMRT-00316,6/4/2023,"Los Angeles, CA",Flooring,Laminate,6,416.22,2497.32,0,2497.32,Professional Contractor,90,18
WLMRT-00317,11/17/2023,"Phoenix, AZ",Building Materials,Lumber,5,70.27,351.35,0,351.35,DIY Homeowner,418,29
WLMRT-00318,10/21/2023,"Houston, TX",Plumbing,Pipes,6,427.4,2564.4,5,2436.18,Property Manager,384,15
WLMRT-00319,5/2/2023,"New York, NY",Garden Center,Landscaping Supplies,2,198.28,396.56,10,356.9,Renovation Enthusiast,344,29
WLMRT-00320,2/17/2023,"Seattle, WA",Plumbing,Faucets,9,23.44,210.96,5,200.41,Property Manager,176,40
WLMRT-00321,1/7/2023,"Houston, TX",Plumbing,Pipes,8,383.33,3066.64,0,3066.64,Renovation Enthusiast,166,16
WLMRT-00322,5/6/2023,"Dallas, TX",Flooring,Hardwood,1,341.79,341.79,0,341.79,DIY Homeowner,185,18
WLMRT-00323,1/31/2023,"Houston, TX",Lighting,Ceiling Fans,2,247.94,495.88,20,396.7,Property Manager,76,17
WLMRT-00324,6/3/2023,"Dallas, TX",Garden Center,Gardening Tools,6,463.56,2781.36,0,2781.36,Renovation Enthusiast,315,12
WLMRT-00325,9/2/2023,"New York, NY",Building Materials,Drywall,5,419.39,2096.95,20,1677.56,DIY Homeowner,366,41
WLMRT-00326,7/15/2023,"Chicago, IL",Paint,Paint Supplies,9,492.17,4429.53,5,4208.05,DIY Homeowner,135,23
WLMRT-00327,10/5/2023,"Houston, TX",Garden Center,Plants,5,244.16,1220.8,0,1220.8,DIY Homeowner,351,29
WLMRT-00328,2/11/2023,"Chicago, IL",Building Materials,Cement,3,96.81,290.43,0,290.43,DIY Homeowner,30,17
WLMRT-00329,4/2/2023,"Phoenix, AZ",Paint,Paint Supplies,3,83.76,251.28,0,251.28,Professional Contractor,444,23
WLMRT-00330,12/4/2023,"Seattle, WA",Building Materials,Drywall,9,398.34,3585.06,0,3585.06,Renovation Enthusiast,350,14
WLMRT-00331,5/25/2023,"Los Angeles, CA",Flooring,Carpet,6,121.6,729.6,0,729.6,Property Manager,363,17
WLMRT-00332,2/16/2023,"Houston, TX",Lighting,Light Fixtures,5,375.47,1877.35,0,1877.35,Renovation Enthusiast,474,26
WLMRT-00333,1/12/2023,"New York, NY",Home Improvement,Power Tools,3,236.71,710.13,0,710.13,Property Manager,317,38
WLMRT-00334,7/2/2023,"Chicago, IL",Lighting,Outdoor Lighting,6,266,1596,5,1516.2,Professional Contractor,408,33
WLMRT-00335,9/6/2023,"Dallas, TX",Building Materials,Drywall,1,434.13,434.13,0,434.13,Professional Contractor,101,10
WLMRT-00336,6/12/2023,"Seattle, WA",Paint,Primers,9,39.14,352.26,0,352.26,DIY Homeowner,378,39
WLMRT-00337,5/27/2023,"Phoenix, AZ",Plumbing,Faucets,3,229.68,689.04,20,551.23,DIY Homeowner,198,37
WLMRT-00338,4/24/2023,"Seattle, WA",Paint,Exterior Paint,6,364.13,2184.78,0,2184.78,Professional Contractor,329,27
WLMRT-00339,7/13/2023,"Atlanta, GA",Plumbing,Toilets,3,113.25,339.75,5,322.76,DIY Homeowner,172,25
WLMRT-00340,10/9/2023,"Atlanta, GA",Appliances,Dishwashers,7,11.14,77.98,5,74.08,Renovation Enthusiast,34,43
WLMRT-00341,2/6/2023,"Los Angeles, CA",Home Improvement,Workbenches,8,386.77,3094.16,10,2784.74,Property Manager,266,42
WLMRT-00342,7/10/2023,"Seattle, WA",Building Materials,Insulation,9,364.34,3279.06,0,3279.06,Professional Contractor,423,37
WLMRT-00343,12/21/2023,"Seattle, WA",Lighting,Bulbs,2,12.98,25.96,0,25.96,Renovation Enthusiast,25,8
WLMRT-00344,6/11/2023,"Chicago, IL",Plumbing,Toilets,6,34.61,207.66,5,197.28,Professional Contractor,193,37
WLMRT-00345,10/22/2023,"Dallas, TX",Flooring,Carpet,7,465.32,3257.24,0,3257.24,Professional Contractor,127,35
WLMRT-00346,10/22/2023,"Atlanta, GA",Paint,Interior Paint,9,117.44,1056.96,5,1004.11,DIY Homeowner,62,25
WLMRT-00347,8/2/2023,"Phoenix, AZ",Home Improvement,Power Tools,7,256.51,1795.57,0,1795.57,Professional Contractor,493,14
WLMRT-00348,5/28/2023,"Seattle, WA",Lighting,Light Fixtures,2,359.84,719.68,0,719.68,Property Manager,344,28
WLMRT-00349,9/17/2023,"Los Angeles, CA",Lighting,Bulbs,7,363.12,2541.84,0,2541.84,Property Manager,471,40
WLMRT-00350,12/20/2023,"Phoenix, AZ",Appliances,Dryers,9,376.84,3391.56,0,3391.56,Renovation Enthusiast,250,35
WLMRT-00351,4/6/2023,"New York, NY",Appliances,Washers,1,40.72,40.72,0,40.72,Professional Contractor,399,11
WLMRT-00352,11/16/2023,"Los Angeles, CA",Flooring,Carpet,9,186.51,1678.59,0,1678.59,Renovation Enthusiast,171,10
WLMRT-00353,11/3/2023,"Los Angeles, CA",Flooring,Tile,1,194.88,194.88,20,155.9,Property Manager,430,23
WLMRT-00354,8/6/2023,"Los Angeles, CA",Appliances,Refrigerators,9,354.89,3194.01,0,3194.01,Professional Contractor,222,27
WLMRT-00355,4/11/2023,"Atlanta, GA",Building Materials,Cement,1,341.29,341.29,0,341.29,DIY Homeowner,30,26
WLMRT-00356,5/20/2023,"Los Angeles, CA",Building Materials,Drywall,1,186.42,186.42,0,186.42,Property Manager,50,41
WLMRT-00357,5/26/2023,"Seattle, WA",Paint,Exterior Paint,3,191.21,573.63,10,516.27,Property Manager,22,24
WLMRT-00358,4/10/2023,"Phoenix, AZ",Garden Center,Gardening Tools,9,332.1,2988.9,5,2839.46,Renovation Enthusiast,479,39
WLMRT-00359,12/9/2023,"Los Angeles, CA",Flooring,Hardwood,2,203.42,406.84,5,386.5,Property Manager,283,9
WLMRT-00360,5/29/2023,"Houston, TX",Flooring,Carpet,6,107.62,645.72,0,645.72,Property Manager,244,41
WLMRT-00361,2/18/2023,"New York, NY",Garden Center,Gardening Tools,5,141.12,705.6,5,670.32,DIY Homeowner,22,43
WLMRT-00362,9/15/2023,"New York, NY",Lighting,Ceiling Fans,4,474.93,1899.72,0,1899.72,Renovation Enthusiast,120,44
WLMRT-00363,7/1/2023,"Houston, TX",Home Improvement,Workbenches,9,482.11,4338.99,0,4338.99,Property Manager,330,26
WLMRT-00364,9/29/2023,"Phoenix, AZ",Paint,Interior Paint,8,74.44,595.52,0,595.52,Property Manager,190,36
WLMRT-00365,5/14/2023,"Phoenix, AZ",Home Improvement,Workbenches,5,177.48,887.4,0,887.4,Renovation Enthusiast,253,18
WLMRT-00366,2/12/2023,"Los Angeles, CA",Plumbing,Toilets,7,440.84,3085.88,0,3085.88,Renovation Enthusiast,340,14
WLMRT-00367,8/5/2023,"Seattle, WA",Home Improvement,Workbenches,6,84.64,507.84,0,507.84,Property Manager,498,35
WLMRT-00368,7/24/2023,"Phoenix, AZ",Appliances,Dishwashers,7,339.1,2373.7,20,1898.96,Property Manager,402,11
WLMRT-00369,11/27/2023,"Phoenix, AZ",Plumbing,Toilets,6,189.18,1135.08,5,1078.33,Renovation Enthusiast,208,32
WLMRT-00370,10/28/2023,"Dallas, TX",Home Improvement,Tool Sets,5,268.36,1341.8,0,1341.8,Property Manager,421,17
WLMRT-00371,2/18/2023,"Phoenix, AZ",Building Materials,Cement,6,152.35,914.1,0,914.1,Property Manager,168,32
WLMRT-00372,1/5/2023,"Houston, TX",Home Improvement,Workbenches,9,229.36,2064.24,0,2064.24,Professional Contractor,431,33
WLMRT-00373,8/12/2023,"Los Angeles, CA",Appliances,Washers,5,481.53,2407.65,0,2407.65,Professional Contractor,95,24
WLMRT-00374,10/29/2023,"Los Angeles, CA",Lighting,Bulbs,3,91.22,273.66,0,273.66,DIY Homeowner,244,39
WLMRT-00375,11/27/2023,"Los Angeles, CA",Home Improvement,Hand Tools,6,63.36,380.16,20,304.13,Property Manager,57,32
WLMRT-00376,11/28/2023,"Dallas, TX",Lighting,Ceiling Fans,9,460.5,4144.5,0,4144.5,Renovation Enthusiast,383,24
WLMRT-00377,9/17/2023,"Houston, TX",Appliances,Dryers,2,352.17,704.34,0,704.34,Renovation Enthusiast,459,40
WLMRT-00378,5/21/2023,"Chicago, IL",Paint,Paint Supplies,4,131.2,524.8,0,524.8,DIY Homeowner,90,26
WLMRT-00379,12/8/2023,"Los Angeles, CA",Plumbing,Faucets,9,419.35,3774.15,0,3774.15,Property Manager,165,27
WLMRT-00380,9/9/2023,"Seattle, WA",Plumbing,Faucets,7,367.14,2569.98,0,2569.98,Renovation Enthusiast,164,35
WLMRT-00381,5/21/2023,"Los Angeles, CA",Building Materials,Drywall,4,151.55,606.2,20,484.96,Property Manager,43,7
WLMRT-00382,4/3/2023,"Phoenix, AZ",Plumbing,Pipes,3,202.3,606.9,0,606.9,DIY Homeowner,108,33
WLMRT-00383,1/17/2023,"Chicago, IL",Appliances,Refrigerators,4,199.3,797.2,0,797.2,DIY Homeowner,333,7
WLMRT-00384,2/27/2023,"Chicago, IL",Appliances,Refrigerators,4,59.88,239.52,10,215.57,Professional Contractor,50,11
WLMRT-00385,10/5/2023,"Chicago, IL",Appliances,Dishwashers,9,475.72,4281.48,5,4067.41,DIY Homeowner,321,27
WLMRT-00386,10/9/2023,"Dallas, TX",Building Materials,Insulation,7,448.11,3136.77,10,2823.09,Renovation Enthusiast,142,27
WLMRT-00387,10/6/2023,"Chicago, IL",Lighting,Outdoor Lighting,2,110.29,220.58,0,220.58,DIY Homeowner,377,25
WLMRT-00388,2/15/2023,"Houston, TX",Plumbing,Faucets,9,188.53,1696.77,15,1442.25,Professional Contractor,430,7
WLMRT-00389,10/7/2023,"Dallas, TX",Building Materials,Cement,4,349.87,1399.48,0,1399.48,Property Manager,13,9
WLMRT-00390,6/30/2023,"Seattle, WA",Appliances,Dishwashers,7,466.19,3263.33,0,3263.33,Renovation Enthusiast,327,12
WLMRT-00391,5/18/2023,"Seattle, WA",Garden Center,Outdoor Furniture,7,159.06,1113.42,0,1113.42,DIY Homeowner,393,28
WLMRT-00392,11/28/2023,"New York, NY",Paint,Primers,4,373.53,1494.12,5,1419.41,DIY Homeowner,323,36
WLMRT-00393,1/25/2023,"Seattle, WA",Lighting,Bulbs,3,98.99,296.97,0,296.97,Professional Contractor,56,42
WLMRT-00394,1/22/2023,"Los Angeles, CA",Paint,Exterior Paint,5,83.3,416.5,0,416.5,Property Manager,296,16
WLMRT-00395,6/11/2023,"Phoenix, AZ",Plumbing,Faucets,9,141.73,1275.57,0,1275.57,Property Manager,282,10
WLMRT-00396,4/21/2023,"Atlanta, GA",Plumbing,Shower Systems,5,284.44,1422.2,0,1422.2,DIY Homeowner,226,42
WLMRT-00397,3/29/2023,"Chicago, IL",Home Improvement,Workbenches,7,236.24,1653.68,0,1653.68,DIY Homeowner,387,23
WLMRT-00398,6/18/2023,"Los Angeles, CA",Appliances,Refrigerators,6,174.45,1046.7,0,1046.7,Property Manager,346,18
WLMRT-00399,4/19/2023,"Phoenix, AZ",Plumbing,Toilets,1,162.87,162.87,0,162.87,Professional Contractor,41,38
WLMRT-00400,12/5/2023,"Dallas, TX",Plumbing,Toilets,3,15.59,46.77,5,44.43,Professional Contractor,171,10
WLMRT-00401,12/5/2023,"New York, NY",Plumbing,Pipes,1,483.85,483.85,0,483.85,Renovation Enthusiast,462,33
WLMRT-00402,1/13/2023,"Seattle, WA",Plumbing,Toilets,3,476.71,1430.13,0,1430.13,Property Manager,467,31
WLMRT-00403,5/31/2023,"Chicago, IL",Flooring,Carpet,6,339.62,2037.72,0,2037.72,DIY Homeowner,215,9
WLMRT-00404,3/24/2023,"Dallas, TX",Appliances,Washers,4,340.27,1361.08,0,1361.08,Property Manager,21,17
WLMRT-00405,5/20/2023,"Atlanta, GA",Garden Center,Gardening Tools,1,220.96,220.96,0,220.96,Property Manager,127,39
WLMRT-00406,1/19/2023,"New York, NY",Lighting,Ceiling Fans,2,110.65,221.3,15,188.1,Renovation Enthusiast,150,26
WLMRT-00407,3/20/2023,"Phoenix, AZ",Lighting,Light Fixtures,7,214.98,1504.86,5,1429.62,Professional Contractor,413,35
WLMRT-00408,11/15/2023,"Chicago, IL",Plumbing,Pipes,9,15.63,140.67,0,140.67,Professional Contractor,26,8
WLMRT-00409,11/21/2023,"Houston, TX",Lighting,Light Fixtures,9,371.56,3344.04,0,3344.04,Professional Contractor,442,33
WLMRT-00410,3/12/2023,"Dallas, TX",Home Improvement,Tool Sets,2,246.69,493.38,5,468.71,Property Manager,289,16
WLMRT-00411,6/3/2023,"Dallas, TX",Lighting,Bulbs,7,94.33,660.31,20,528.25,Renovation Enthusiast,484,26
WLMRT-00412,3/25/2023,"Dallas, TX",Flooring,Tile,2,141.03,282.06,5,267.96,Professional Contractor,143,21
WLMRT-00413,3/14/2023,"Atlanta, GA",Building Materials,Cement,6,163.32,979.92,0,979.92,Property Manager,267,35
WLMRT-00414,3/24/2023,"Chicago, IL",Flooring,Hardwood,5,472.92,2364.6,15,2009.91,Professional Contractor,414,28
WLMRT-00415,1/25/2023,"Los Angeles, CA",Flooring,Carpet,1,17.54,17.54,15,14.91,Property Manager,146,42
WLMRT-00416,5/18/2023,"Houston, TX",Building Materials,Lumber,6,488.73,2932.38,0,2932.38,DIY Homeowner,292,41
